invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,total_price,year,month,day,weekday,hour
545994,POST,POSTAGE,2,2011-03-08 13:50:00,18.0,12623.0,Germany,36.0,2011,3,8,1,13
546027,POST,POSTAGE,2,2011-03-09 08:09:00,15.0,12759.0,Netherlands,30.0,2011,3,9,2,8
546134,POST,POSTAGE,2,2011-03-09 15:35:00,40.0,13493.0,Switzerland,80.0,2011,3,9,2,15
546172,C2,CARRIAGE,1,2011-03-10 10:32:00,50.0,14156.0,EIRE,50.0,2011,3,10,3,10
546365,POST,POSTAGE,5,2011-03-11 11:35:00,18.0,12520.0,Germany,90.0,2011,3,11,4,11
546373,POST,POSTAGE,2,2011-03-11 12:00:00,18.0,12583.0,France,36.0,2011,3,11,4,12
546374,M,Manual,1,2011-03-11 12:05:00,10.0,17194.0,United Kingdom,10.0,2011,3,11,4,12
546426,M,Manual,1,2011-03-13 13:46:00,2.0,13708.0,United Kingdom,2.0,2011,3,13,6,13
546428,POST,POSTAGE,2,2011-03-13 14:55:00,18.0,12681.0,France,36.0,2011,3,13,6,14
546433,POST,POSTAGE,1,2011-03-14 08:37:00,15.0,12778.0,Netherlands,15.0,2011,3,14,0,8
546434,POST,POSTAGE,4,2011-03-14 08:41:00,18.0,12383.0,Belgium,72.0,2011,3,14,0,8
546479,POST,POSTAGE,3,2011-03-14 11:38:00,18.0,12682.0,France,54.0,2011,3,14,0,11
546509,C2,CARRIAGE,1,2011-03-14 12:15:00,50.0,14911.0,EIRE,50.0,2011,3,14,0,12
546541,C2,CARRIAGE,1,2011-03-14 15:11:00,50.0,14911.0,EIRE,50.0,2011,3,14,0,15
546678,POST,POSTAGE,3,2011-03-15 16:39:00,18.0,12681.0,France,54.0,2011,3,15,1,16
546737,C2,CARRIAGE,1,2011-03-16 11:52:00,50.0,13358.0,United Kingdom,50.0,2011,3,16,2,11
546755,POST,POSTAGE,5,2011-03-16 13:29:00,28.0,12502.0,Spain,140.0,2011,3,16,2,13
546759,POST,POSTAGE,2,2011-03-16 13:58:00,18.0,12712.0,Germany,36.0,2011,3,16,2,13
546760,POST,POSTAGE,3,2011-03-16 14:00:00,28.0,12597.0,Spain,84.0,2011,3,16,2,14
546765,POST,POSTAGE,1,2011-03-16 14:37:00,18.0,12437.0,France,18.0,2011,3,16,2,14
546843,POST,POSTAGE,2,2011-03-17 12:40:00,18.0,12472.0,Germany,36.0,2011,3,17,3,12
546861,C2,CARRIAGE,1,2011-03-17 15:03:00,50.0,14911.0,EIRE,50.0,2011,3,17,3,15
546919,POST,POSTAGE,1,2011-03-18 09:55:00,18.0,12500.0,Germany,18.0,2011,3,18,4,9
546925,POST,POSTAGE,3,2011-03-18 10:09:00,18.0,12647.0,Germany,54.0,2011,3,18,4,10
547005,POST,POSTAGE,4,2011-03-18 14:20:00,18.0,12474.0,Germany,72.0,2011,3,18,4,14
547048,C2,CARRIAGE,1,2011-03-20 11:52:00,50.0,14911.0,EIRE,50.0,2011,3,20,6,11
547061,POST,POSTAGE,1,2011-03-20 13:21:00,15.0,12407.0,Belgium,15.0,2011,3,20,6,13
547071,POST,POSTAGE,2,2011-03-20 13:59:00,18.0,12693.0,Germany,36.0,2011,3,20,6,13
547085,POST,POSTAGE,1,2011-03-20 15:41:00,18.0,12600.0,Germany,18.0,2011,3,20,6,15
547086,POST,POSTAGE,3,2011-03-20 15:46:00,40.0,12428.0,Finland,120.0,2011,3,20,6,15
547087,POST,POSTAGE,1,2011-03-20 15:58:00,18.0,12726.0,France,18.0,2011,3,20,6,15
547109,POST,POSTAGE,2,2011-03-21 11:46:00,15.0,12423.0,Belgium,30.0,2011,3,21,0,11
547327,POST,POSTAGE,3,2011-03-22 11:28:00,18.0,12681.0,France,54.0,2011,3,22,1,11
547365,POST,POSTAGE,1,2011-03-22 12:36:00,15.0,12775.0,Netherlands,15.0,2011,3,22,1,12
547379,POST,POSTAGE,6,2011-03-22 15:13:00,18.0,12720.0,Germany,108.0,2011,3,22,1,15
547383,POST,POSTAGE,3,2011-03-22 15:42:00,18.0,12613.0,Germany,54.0,2011,3,22,1,15
547384,POST,POSTAGE,1,2011-03-22 15:46:00,18.0,12613.0,Germany,18.0,2011,3,22,1,15
547390,POST,POSTAGE,1,2011-03-22 16:08:00,40.0,12352.0,Norway,40.0,2011,3,22,1,16
547412,POST,POSTAGE,1,2011-03-23 09:42:00,15.0,12399.0,Belgium,15.0,2011,3,23,2,9
547444,POST,POSTAGE,1,2011-03-23 10:55:00,1.0,12811.0,Portugal,1.0,2011,3,23,2,10
547492,POST,POSTAGE,1,2011-03-23 12:06:00,18.0,12604.0,France,18.0,2011,3,23,2,12
547517,POST,POSTAGE,3,2011-03-23 14:33:00,15.0,12395.0,Belgium,45.0,2011,3,23,2,14
547520,POST,POSTAGE,3,2011-03-23 14:55:00,18.0,12564.0,France,54.0,2011,3,23,2,14
547566,POST,POSTAGE,1,2011-03-24 09:42:00,27.0,12811.0,Portugal,27.0,2011,3,24,3,9
547571,C2,CARRIAGE,1,2011-03-24 09:52:00,50.0,16265.0,United Kingdom,50.0,2011,3,24,3,9
547645,POST,POSTAGE,1,2011-03-24 11:40:00,40.0,12676.0,Sweden,40.0,2011,3,24,3,11
547684,POST,POSTAGE,5,2011-03-24 14:46:00,15.0,12408.0,Belgium,75.0,2011,3,24,3,14
547702,C2,CARRIAGE,1,2011-03-24 16:45:00,50.0,14911.0,EIRE,50.0,2011,3,24,3,16
547715,POST,POSTAGE,2,2011-03-25 08:50:00,18.0,12520.0,Germany,36.0,2011,3,25,4,8
547722,POST,POSTAGE,3,2011-03-25 10:19:00,18.0,12553.0,France,54.0,2011,3,25,4,10
547790,POST,POSTAGE,3,2011-03-25 12:04:00,28.0,12545.0,Spain,84.0,2011,3,25,4,12
547815,POST,POSTAGE,1,2011-03-25 14:19:00,40.0,13520.0,Switzerland,40.0,2011,3,25,4,14
547821,POST,POSTAGE,4,2011-03-25 14:50:00,18.0,12621.0,Germany,72.0,2011,3,25,4,14
547825,POST,POSTAGE,1,2011-03-25 15:01:00,15.0,12778.0,Netherlands,15.0,2011,3,25,4,15
547863,POST,POSTAGE,2,2011-03-27 13:07:00,18.0,12728.0,France,36.0,2011,3,27,6,13
547882,C2,CARRIAGE,1,2011-03-28 07:53:00,50.0,14911.0,EIRE,50.0,2011,3,28,0,7
547888,C2,CARRIAGE,1,2011-03-28 09:59:00,50.0,13368.0,United Kingdom,50.0,2011,3,28,0,9
547892,POST,POSTAGE,6,2011-03-28 10:15:00,18.0,12669.0,France,108.0,2011,3,28,0,10
547897,POST,POSTAGE,2,2011-03-28 11:36:00,28.0,12792.0,Portugal,56.0,2011,3,28,0,11
547914,POST,POSTAGE,1,2011-03-28 12:35:00,18.0,12594.0,Italy,18.0,2011,3,28,0,12
547925,POST,POSTAGE,4,2011-03-28 13:57:00,18.0,12481.0,Germany,72.0,2011,3,28,0,13
547931,POST,POSTAGE,1,2011-03-28 14:01:00,28.0,12594.0,Italy,28.0,2011,3,28,0,14
547934,POST,POSTAGE,1,2011-03-28 14:07:00,18.0,12474.0,Germany,18.0,2011,3,28,0,14
548212,POST,POSTAGE,4,2011-03-30 09:12:00,40.0,12456.0,Switzerland,160.0,2011,3,30,2,9
548318,22055,MINI CAKE STAND  HANGING STRAWBERY,5,2011-03-30 12:45:00,0.0,13113.0,United Kingdom,0.0,2011,3,30,2,12
548320,POST,POSTAGE,2,2011-03-30 12:54:00,18.0,12709.0,Germany,36.0,2011,3,30,2,12
548412,POST,POSTAGE,1,2011-03-31 10:38:00,18.0,12601.0,Germany,18.0,2011,3,31,3,10
548449,C2,CARRIAGE,1,2011-03-31 11:08:00,50.0,14911.0,EIRE,50.0,2011,3,31,3,11
548470,POST,POSTAGE,2,2011-03-31 12:36:00,28.0,12782.0,Portugal,56.0,2011,3,31,3,12
548631,M,Manual,1,2011-04-01 12:24:00,1.0,13184.0,United Kingdom,1.0,2011,4,1,4,12
548737,POST,POSTAGE,4,2011-04-04 11:18:00,18.0,12682.0,France,72.0,2011,4,4,0,11
548745,POST,POSTAGE,3,2011-04-04 12:10:00,18.0,12471.0,Germany,54.0,2011,4,4,0,12
548858,C2,CARRIAGE,1,2011-04-04 13:29:00,50.0,14911.0,EIRE,50.0,2011,4,4,0,13
548860,M,Manual,1,2011-04-04 13:38:00,2.0,13263.0,United Kingdom,2.0,2011,4,4,0,13
548871,22162,HEART GARLAND RUSTIC PADDED,2,2011-04-04 14:42:00,0.0,14410.0,United Kingdom,0.0,2011,4,4,0,14
548955,POST,POSTAGE,1,2011-04-05 10:47:00,40.0,12348.0,Finland,40.0,2011,4,5,1,10
549193,POST,POSTAGE,2,2011-04-07 10:24:00,18.0,12580.0,Germany,36.0,2011,4,7,3,10
549242,C2,CARRIAGE,1,2011-04-07 11:41:00,50.0,14911.0,EIRE,50.0,2011,4,7,3,11
549249,POST,POSTAGE,2,2011-04-07 12:04:00,15.0,12423.0,Belgium,30.0,2011,4,7,3,12
549274,POST,POSTAGE,3,2011-04-07 13:07:00,18.0,12721.0,France,54.0,2011,4,7,3,13
549325,POST,POSTAGE,2,2011-04-08 10:32:00,50.0,12717.0,Greece,100.0,2011,4,8,4,10
549434,POST,POSTAGE,4,2011-04-08 12:30:00,18.0,12647.0,Germany,72.0,2011,4,8,4,12
549559,POST,POSTAGE,3,2011-04-10 13:25:00,15.0,12447.0,Belgium,45.0,2011,4,10,6,13
549588,POST,POSTAGE,3,2011-04-11 10:04:00,40.0,12428.0,Finland,120.0,2011,4,11,0,10
549680,POST,POSTAGE,2,2011-04-11 13:02:00,18.0,12701.0,Germany,36.0,2011,4,11,0,13
549682,POST,POSTAGE,2,2011-04-11 13:22:00,28.0,12596.0,Spain,56.0,2011,4,11,0,13
549717,BANK CHARGES,Bank Charges,1,2011-04-11 14:56:00,15.0,14606.0,United Kingdom,15.0,2011,4,11,0,14
549721,C2,CARRIAGE,1,2011-04-11 15:35:00,50.0,14911.0,EIRE,50.0,2011,4,11,0,15
549825,POST,POSTAGE,2,2011-04-12 12:47:00,18.0,12463.0,Belgium,36.0,2011,4,12,1,12
549914,C2,CARRIAGE,1,2011-04-13 09:32:00,50.0,14931.0,Channel Islands,50.0,2011,4,13,2,9
550002,POST,POSTAGE,1,2011-04-14 09:30:00,18.0,12709.0,Germany,18.0,2011,4,14,3,9
550004,POST,POSTAGE,4,2011-04-14 09:56:00,18.0,12569.0,Germany,72.0,2011,4,14,3,9
550145,POST,POSTAGE,3,2011-04-14 14:15:00,18.0,12637.0,France,54.0,2011,4,14,3,14
550162,POST,POSTAGE,2,2011-04-14 16:23:00,18.0,12569.0,Germany,36.0,2011,4,14,3,16
550178,POST,POSTAGE,2,2011-04-14 17:25:00,18.0,12662.0,Germany,36.0,2011,4,14,3,17
550187,POST,POSTAGE,2,2011-04-14 18:40:00,18.0,13811.0,Germany,36.0,2011,4,14,3,18
550188,POST,POSTAGE,3,2011-04-14 18:57:00,40.0,12457.0,Switzerland,120.0,2011,4,14,3,18
550188,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-04-14 18:57:00,0.0,12457.0,Switzerland,0.0,2011,4,14,3,18
550192,POST,POSTAGE,3,2011-04-15 08:45:00,40.0,12582.0,Finland,120.0,2011,4,15,4,8
550277,POST,POSTAGE,3,2011-04-15 12:48:00,40.0,12639.0,Sweden,120.0,2011,4,15,4,12
550281,POST,POSTAGE,1,2011-04-15 13:48:00,40.0,12457.0,Switzerland,40.0,2011,4,15,4,13
550284,POST,POSTAGE,1,2011-04-15 14:10:00,15.0,12383.0,Belgium,15.0,2011,4,15,4,14
550302,C2,CARRIAGE,1,2011-04-17 10:17:00,50.0,14156.0,EIRE,50.0,2011,4,17,6,10
550313,POST,POSTAGE,2,2011-04-17 11:21:00,18.0,12681.0,France,36.0,2011,4,17,6,11
550322,22846,BREAD BIN DINER STYLE RED ,1,2011-04-17 12:53:00,5.0,14524.0,United Kingdom,5.0,2011,4,17,6,12
550440,POST,POSTAGE,2,2011-04-18 12:25:00,15.0,12407.0,Belgium,30.0,2011,4,18,0,12
550617,C2,CARRIAGE,1,2011-04-19 13:03:00,50.0,13376.0,United Kingdom,50.0,2011,4,19,1,13
550618,C2,CARRIAGE,1,2011-04-19 13:09:00,50.0,14156.0,EIRE,50.0,2011,4,19,1,13
550620,POST,POSTAGE,6,2011-04-19 13:39:00,18.0,12585.0,Germany,108.0,2011,4,19,1,13
550625,POST,POSTAGE,2,2011-04-19 14:02:00,18.0,12619.0,Germany,36.0,2011,4,19,1,14
550633,M,Manual,1,2011-04-19 14:57:00,3.0,17449.0,United Kingdom,3.0,2011,4,19,1,14
550661,POST,POSTAGE,4,2011-04-20 09:20:00,18.0,12656.0,France,72.0,2011,4,20,2,9
550665,POST,POSTAGE,2,2011-04-20 09:31:00,18.0,12530.0,Germany,36.0,2011,4,20,2,9
550827,POST,POSTAGE,3,2011-04-21 10:16:00,18.0,12670.0,France,54.0,2011,4,21,3,10
550899,POST,POSTAGE,4,2011-04-21 12:07:00,40.0,13505.0,Switzerland,160.0,2011,4,21,3,12
550924,POST,POSTAGE,1,2011-04-21 14:33:00,40.0,12664.0,Finland,40.0,2011,4,21,3,14
550946,POST,POSTAGE,1,2011-04-21 15:52:00,18.0,12708.0,Germany,18.0,2011,4,21,3,15
550960,POST,POSTAGE,1,2011-04-21 16:39:00,18.0,12622.0,Germany,18.0,2011,4,21,3,16
550998,POST,POSTAGE,1,2011-04-26 09:12:00,40.0,12414.0,Austria,40.0,2011,4,26,1,9
551013,POST,POSTAGE,2,2011-04-26 10:54:00,18.0,15108.0,European Community,36.0,2011,4,26,1,10
551054,POST,POSTAGE,2,2011-04-26 11:44:00,28.0,12429.0,Austria,56.0,2011,4,26,1,11
551187,C2,CARRIAGE,1,2011-04-27 10:02:00,50.0,14911.0,EIRE,50.0,2011,4,27,2,10
551278,POST,POSTAGE,1,2011-04-27 13:13:00,40.0,12483.0,Sweden,40.0,2011,4,27,2,13
551345,POST,POSTAGE,6,2011-04-28 09:03:00,15.0,14646.0,Netherlands,90.0,2011,4,28,3,9
551346,POST,POSTAGE,3,2011-04-28 09:12:00,15.0,12362.0,Belgium,45.0,2011,4,28,3,9
551389,POST,POSTAGE,1,2011-04-28 11:45:00,18.0,12437.0,France,18.0,2011,4,28,3,11
551398,POST,POSTAGE,3,2011-04-28 13:09:00,28.0,12417.0,Spain,84.0,2011,4,28,3,13
551467,POST,POSTAGE,1,2011-04-28 16:20:00,18.0,12600.0,Germany,18.0,2011,4,28,3,16
551544,POST,POSTAGE,4,2011-05-03 09:33:00,18.0,12683.0,France,72.0,2011,5,3,1,9
551552,POST,POSTAGE,2,2011-05-03 10:09:00,18.0,12598.0,France,36.0,2011,5,3,1,10
551649,POST,POSTAGE,2,2011-05-03 12:02:00,20.0,12643.0,France,40.0,2011,5,3,1,12
551652,POST,POSTAGE,2,2011-05-03 12:03:00,1.0,12643.0,France,2.0,2011,5,3,1,12
551818,POST,POSTAGE,4,2011-05-04 11:57:00,18.0,12569.0,Germany,72.0,2011,5,4,2,11
551820,POST,POSTAGE,2,2011-05-04 12:11:00,18.0,12645.0,Germany,36.0,2011,5,4,2,12
551823,84689,S/2 BEACH HUT TREASURE CHESTS,2,2011-05-04 12:29:00,2.0,17955.0,United Kingdom,4.0,2011,5,4,2,12
551886,POST,POSTAGE,1,2011-05-05 09:23:00,18.0,12569.0,Germany,18.0,2011,5,5,3,9
551887,POST,POSTAGE,2,2011-05-05 09:29:00,18.0,12593.0,France,36.0,2011,5,5,3,9
551945,BANK CHARGES,Bank Charges,1,2011-05-05 11:09:00,15.0,16714.0,United Kingdom,15.0,2011,5,5,3,11
551950,C2,CARRIAGE,1,2011-05-05 11:38:00,50.0,14911.0,EIRE,50.0,2011,5,5,3,11
551985,POST,POSTAGE,1,2011-05-05 14:38:00,15.0,12395.0,Belgium,15.0,2011,5,5,3,14
552008,POST,POSTAGE,4,2011-05-05 17:13:00,18.0,12476.0,Germany,72.0,2011,5,5,3,17
552040,POST,POSTAGE,4,2011-05-06 08:19:00,28.0,12502.0,Spain,112.0,2011,5,6,4,8
552188,POST,POSTAGE,2,2011-05-06 14:01:00,15.0,12394.0,Belgium,30.0,2011,5,6,4,14
552202,POST,POSTAGE,1,2011-05-06 14:51:00,40.0,12414.0,Austria,40.0,2011,5,6,4,14
552259,M,Manual,1,2011-05-08 11:13:00,1.0,15796.0,United Kingdom,1.0,2011,5,8,6,11
552315,POST,POSTAGE,6,2011-05-08 16:10:00,18.0,12700.0,France,108.0,2011,5,8,6,16
552325,POST,POSTAGE,2,2011-05-09 09:47:00,18.0,12490.0,France,36.0,2011,5,9,0,9
552337,POST,POSTAGE,3,2011-05-09 11:34:00,18.0,12621.0,Germany,54.0,2011,5,9,0,11
552464,POST,POSTAGE,1,2011-05-09 15:12:00,18.0,12726.0,France,18.0,2011,5,9,0,15
552543,POST,POSTAGE,2,2011-05-10 10:22:00,15.0,12399.0,Belgium,30.0,2011,5,10,1,10
552631,POST,POSTAGE,2,2011-05-10 12:55:00,18.0,12684.0,France,36.0,2011,5,10,1,12
552649,POST,POSTAGE,1,2011-05-10 13:44:00,18.0,12592.0,Germany,18.0,2011,5,10,1,13
552656,POST,POSTAGE,3,2011-05-10 14:46:00,18.0,12712.0,Germany,54.0,2011,5,10,1,14
552731,POST,POSTAGE,2,2011-05-11 10:43:00,18.0,12372.0,Denmark,36.0,2011,5,11,2,10
552829,21735,TWO DOOR CURIO CABINET,1,2011-05-11 13:42:00,6.0,12748.0,United Kingdom,6.0,2011,5,11,2,13
552844,POST,POSTAGE,2,2011-05-11 14:37:00,18.0,12649.0,Germany,36.0,2011,5,11,2,14
552845,POST,POSTAGE,6,2011-05-11 14:37:00,15.0,14646.0,Netherlands,90.0,2011,5,11,2,14
552846,POST,POSTAGE,1,2011-05-11 14:38:00,18.0,14646.0,Netherlands,18.0,2011,5,11,2,14
552871,POST,POSTAGE,2,2011-05-12 08:52:00,18.0,12693.0,Germany,36.0,2011,5,12,3,8
552884,POST,POSTAGE,1,2011-05-12 10:15:00,15.0,12395.0,Belgium,15.0,2011,5,12,3,10
552946,POST,POSTAGE,1,2011-05-12 11:50:00,18.0,12683.0,France,18.0,2011,5,12,3,11
553000,47566,PARTY BUNTING,4,2011-05-12 15:21:00,0.0,17667.0,United Kingdom,0.0,2011,5,12,3,15
553037,POST,POSTAGE,4,2011-05-13 08:10:00,18.0,12471.0,Germany,72.0,2011,5,13,4,8
553044,POST,POSTAGE,2,2011-05-13 09:24:00,18.0,12682.0,France,36.0,2011,5,13,4,9
553161,POST,POSTAGE,1,2011-05-13 15:48:00,18.0,12681.0,France,18.0,2011,5,13,4,15
553195,POST,POSTAGE,1,2011-05-15 13:45:00,18.0,12599.0,France,18.0,2011,5,15,6,13
553203,C2,CARRIAGE,1,2011-05-15 16:10:00,50.0,14911.0,EIRE,50.0,2011,5,15,6,16
553208,POST,POSTAGE,2,2011-05-16 09:10:00,18.0,12674.0,France,36.0,2011,5,16,0,9
553316,POST,POSTAGE,1,2011-05-16 12:04:00,18.0,12682.0,France,18.0,2011,5,16,0,12
553357,M,Manual,2,2011-05-16 14:17:00,15.0,12684.0,France,30.0,2011,5,16,0,14
553411,POST,POSTAGE,3,2011-05-17 09:28:00,18.0,12714.0,France,54.0,2011,5,17,1,9
553415,POST,POSTAGE,2,2011-05-17 10:02:00,18.0,12463.0,Belgium,36.0,2011,5,17,1,10
553547,POST,POSTAGE,4,2011-05-17 15:48:00,18.0,12474.0,Germany,72.0,2011,5,17,1,15
553566,POST,POSTAGE,3,2011-05-18 09:09:00,18.0,12690.0,France,54.0,2011,5,18,2,9
553577,POST,POSTAGE,2,2011-05-18 10:34:00,18.0,12437.0,France,36.0,2011,5,18,2,10
553666,POST,POSTAGE,2,2011-05-18 12:18:00,18.0,12679.0,France,36.0,2011,5,18,2,12
553674,POST,POSTAGE,1,2011-05-18 12:50:00,40.0,12483.0,Sweden,40.0,2011,5,18,2,12
553679,C2,CARRIAGE,1,2011-05-18 13:09:00,50.0,14565.0,United Kingdom,50.0,2011,5,18,2,13
553682,POST,POSTAGE,4,2011-05-18 13:20:00,15.0,14646.0,Netherlands,60.0,2011,5,18,2,13
553731,POST,POSTAGE,4,2011-05-19 08:26:00,18.0,12481.0,Germany,72.0,2011,5,19,3,8
553741,POST,POSTAGE,3,2011-05-19 09:37:00,18.0,12520.0,Germany,54.0,2011,5,19,3,9
553842,POST,POSTAGE,2,2011-05-19 12:24:00,18.0,12524.0,Germany,36.0,2011,5,19,3,12
553843,POST,POSTAGE,2,2011-05-19 12:29:00,18.0,12553.0,France,36.0,2011,5,19,3,12
553884,POST,POSTAGE,1,2011-05-19 15:36:00,18.0,12600.0,Germany,18.0,2011,5,19,3,15
553885,POST,POSTAGE,1,2011-05-19 15:41:00,18.0,12601.0,Germany,18.0,2011,5,19,3,15
553897,C2,CARRIAGE,1,2011-05-19 17:23:00,50.0,14911.0,EIRE,50.0,2011,5,19,3,17
553921,C2,CARRIAGE,1,2011-05-20 09:08:00,50.0,13376.0,United Kingdom,50.0,2011,5,20,4,9
553931,C2,CARRIAGE,1,2011-05-20 10:27:00,50.0,14911.0,EIRE,50.0,2011,5,20,4,10
554038,POST,POSTAGE,2,2011-05-20 14:23:00,15.0,12775.0,Netherlands,30.0,2011,5,20,4,14
554097,POST,POSTAGE,5,2011-05-22 13:01:00,18.0,12567.0,France,90.0,2011,5,22,6,13
554104,POST,POSTAGE,4,2011-05-22 14:03:00,18.0,12705.0,Germany,72.0,2011,5,22,6,14
554106,POST,POSTAGE,4,2011-05-22 14:05:00,18.0,12710.0,Germany,72.0,2011,5,22,6,14
554109,POST,POSTAGE,2,2011-05-22 14:33:00,18.0,12682.0,France,36.0,2011,5,22,6,14
554132,POST,POSTAGE,4,2011-05-23 09:43:00,40.0,12360.0,Austria,160.0,2011,5,23,0,9
554134,POST,POSTAGE,2,2011-05-23 09:48:00,18.0,12583.0,France,36.0,2011,5,23,0,9
554137,POST,POSTAGE,2,2011-05-23 10:13:00,18.0,12708.0,Germany,36.0,2011,5,23,0,10
554147,POST,POSTAGE,2,2011-05-23 10:48:00,15.0,12423.0,Belgium,30.0,2011,5,23,0,10
554159,POST,POSTAGE,2,2011-05-23 11:48:00,15.0,12464.0,Belgium,30.0,2011,5,23,0,11
554280,C2,CARRIAGE,1,2011-05-23 13:35:00,50.0,14817.0,United Kingdom,50.0,2011,5,23,0,13
554324,POST,POSTAGE,1,2011-05-23 15:38:00,18.0,12712.0,Germany,18.0,2011,5,23,0,15
554325,POST,POSTAGE,3,2011-05-23 15:38:00,18.0,12621.0,Germany,54.0,2011,5,23,0,15
554356,POST,POSTAGE,2,2011-05-24 09:25:00,18.0,12670.0,France,36.0,2011,5,24,1,9
554363,POST,POSTAGE,2,2011-05-24 10:19:00,18.0,12647.0,Germany,36.0,2011,5,24,1,10
554555,POST,POSTAGE,2,2011-05-25 10:08:00,18.0,12437.0,France,36.0,2011,5,25,2,10
554648,POST,POSTAGE,3,2011-05-25 12:44:00,18.0,12562.0,France,54.0,2011,5,25,2,12
554650,POST,POSTAGE,3,2011-05-25 12:54:00,18.0,12681.0,France,54.0,2011,5,25,2,12
554654,POST,POSTAGE,3,2011-05-25 13:34:00,40.0,12815.0,Poland,120.0,2011,5,25,2,13
554699,POST,POSTAGE,3,2011-05-26 09:17:00,18.0,12613.0,Germany,54.0,2011,5,26,3,9
554711,POST,POSTAGE,1,2011-05-26 10:41:00,18.0,12654.0,Germany,18.0,2011,5,26,3,10
554770,C2,CARRIAGE,1,2011-05-26 11:40:00,50.0,14911.0,EIRE,50.0,2011,5,26,3,11
554792,POST,POSTAGE,1,2011-05-26 12:38:00,28.0,12547.0,Spain,28.0,2011,5,26,3,12
554794,POST,POSTAGE,2,2011-05-26 12:41:00,18.0,12720.0,Germany,36.0,2011,5,26,3,12
554826,C2,CARRIAGE,2,2011-05-26 14:53:00,18.0,12493.0,France,36.0,2011,5,26,3,14
554835,23444,Next Day Carriage,1,2011-05-26 16:11:00,15.0,15241.0,United Kingdom,15.0,2011,5,26,3,16
554840,POST,POSTAGE,2,2011-05-26 17:16:00,18.0,12684.0,France,36.0,2011,5,26,3,17
554861,POST,POSTAGE,5,2011-05-27 10:29:00,18.0,12633.0,Germany,90.0,2011,5,27,4,10
554924,POST,POSTAGE,1,2011-05-27 12:54:00,4.0,12748.0,United Kingdom,4.0,2011,5,27,4,12
554938,POST,POSTAGE,4,2011-05-27 13:34:00,15.0,12876.0,Belgium,60.0,2011,5,27,4,13
554940,POST,POSTAGE,2,2011-05-27 13:49:00,18.0,12494.0,France,36.0,2011,5,27,4,13
554985,POST,POSTAGE,4,2011-05-29 12:26:00,18.0,12426.0,Germany,72.0,2011,5,29,6,12
555003,POST,POSTAGE,1,2011-05-31 09:36:00,15.0,12787.0,Netherlands,15.0,2011,5,31,1,9
555096,POST,POSTAGE,3,2011-05-31 13:32:00,18.0,12682.0,France,54.0,2011,5,31,1,13
555106,POST,POSTAGE,2,2011-05-31 14:14:00,15.0,12790.0,Netherlands,30.0,2011,5,31,1,14
555147,POST,POSTAGE,4,2011-05-31 15:41:00,40.0,13505.0,Switzerland,160.0,2011,5,31,1,15
555161,POST,POSTAGE,1,2011-06-01 09:26:00,15.0,12423.0,Belgium,15.0,2011,6,1,2,9
555162,POST,POSTAGE,4,2011-06-01 10:15:00,18.0,12473.0,Germany,72.0,2011,6,1,2,10
555251,23444,Next Day Carriage,1,2011-06-01 15:12:00,15.0,13062.0,United Kingdom,15.0,2011,6,1,2,15
555312,23444,Next Day Carriage,1,2011-06-02 10:39:00,15.0,16484.0,United Kingdom,15.0,2011,6,2,3,10
555367,23444,Next Day Carriage,1,2011-06-02 14:28:00,15.0,17900.0,United Kingdom,15.0,2011,6,2,3,14
555403,POST,POSTAGE,1,2011-06-02 18:06:00,40.0,12676.0,Sweden,40.0,2011,6,2,3,18
555407,POST,POSTAGE,1,2011-06-03 07:48:00,15.0,12775.0,Netherlands,15.0,2011,6,3,4,7
555417,POST,POSTAGE,1,2011-06-03 10:17:00,18.0,12601.0,Germany,18.0,2011,6,3,4,10
555470,POST,POSTAGE,1,2011-06-03 11:33:00,28.0,12455.0,Spain,28.0,2011,6,3,4,11
555520,22501,PICNIC BASKET WICKER LARGE,1,2011-06-05 11:14:00,3.0,15038.0,United Kingdom,3.0,2011,6,5,6,11
555523,POST,POSTAGE,2,2011-06-05 11:36:00,18.0,12468.0,Germany,36.0,2011,6,5,6,11
555547,POST,POSTAGE,4,2011-06-05 13:13:00,18.0,12681.0,France,72.0,2011,6,5,6,13
555553,POST,POSTAGE,2,2011-06-05 13:45:00,18.0,12662.0,Germany,36.0,2011,6,5,6,13
555569,POST,POSTAGE,5,2011-06-05 15:29:00,18.0,12727.0,France,90.0,2011,6,5,6,15
555572,POST,POSTAGE,6,2011-06-05 15:37:00,15.0,12449.0,Belgium,90.0,2011,6,5,6,15
555574,POST,POSTAGE,3,2011-06-05 15:46:00,15.0,12417.0,Belgium,45.0,2011,6,5,6,15
555589,POST,POSTAGE,2,2011-06-06 09:36:00,15.0,12802.0,Netherlands,30.0,2011,6,6,0,9
555719,POST,POSTAGE,5,2011-06-06 15:31:00,18.0,12609.0,Germany,90.0,2011,6,6,0,15
555721,POST,POSTAGE,3,2011-06-06 16:01:00,15.0,15108.0,European Community,45.0,2011,6,6,0,16
555726,POST,POSTAGE,2,2011-06-06 16:23:00,28.0,12540.0,Spain,56.0,2011,6,6,0,16
555739,POST,POSTAGE,3,2011-06-07 09:49:00,15.0,12380.0,Belgium,45.0,2011,6,7,1,9
